source_rank,name,ticker,yahoo_ticker,type,asset_class,country,region,market_region,exchange_hint,sector,industry,sector_source,currency,source_group,source_url,as_of,display_label
95,Grupo ACS,ACS.MC,ACS.MC,Stock,Equity,Spain,Europe,Europe,Bolsa de Madrid,Industrials,,manual_map,,EU top 100 by market cap,https://companiesmarketcap.com/european-union/largest-companies-in-the-eu-by-market-cap/,2026-07-01,Grupo ACS (ACS.MC) - Spain - Industrials
96,Skandinaviska Enskilda Banken,SEB-A.ST,SEB-A.ST,Stock,Equity,Sweden,Europe,Europe,Nasdaq Stockholm,Financials,,manual_map,,EU top 100 by market cap,https://companiesmarketcap.com/european-union/largest-companies-in-the-eu-by-market-cap/,2026-07-01,Skandinaviska Enskilda Banken (SEB-A.ST) - Sweden - Financials
97,Universal Music Group,UMG.AS,UMG.AS,Stock,Equity,Netherlands,Europe,Europe,Euronext Amsterdam,Unknown,,needs_review,,EU top 100 by market cap,https://companiesmarketcap.com/european-union/largest-companies-in-the-eu-by-market-cap/,2026-07-01,Universal Music Group (UMG.AS) - Netherlands - Unknown
98,Banca Monte dei Paschi di Siena,BMPS.MI,BMPS.MI,Stock,Equity,Italy,Europe,Europe,Borsa Italiana,Financials,,keyword_rule,,EU top 100 by market cap,https://companiesmarketcap.com/european-union/largest-companies-in-the-eu-by-market-cap/,2026-07-01,Banca Monte dei Paschi di Siena (BMPS.MI) - Italy - Financials
99,OTP Bank,OTP.BD,OTP.BD,Stock,Equity,Hungary,Europe,Europe,Budapest Stock Exchange,Financials,,keyword_rule,,EU top 100 by market cap,https://companiesmarketcap.com/european-union/largest-companies-in-the-eu-by-market-cap/,2026-07-01,OTP Bank (OTP.BD) - Hungary - Financials
100,Ericsson,ERIC,ERIC,Stock,Equity,Sweden,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Unknown,,needs_review,,EU top 100 by market cap,https://companiesmarketcap.com/european-union/largest-companies-in-the-eu-by-market-cap/,2026-07-01,Ericsson (ERIC) - Sweden - Unknown
1,Arm Holdings,ARM,ARM,Stock,Equity,UK,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Financials,,keyword_rule,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Arm Holdings (ARM) - UK - Financials
2,HSBC,HSBC,HSBC,Stock,Equity,UK,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Financials,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,HSBC (HSBC) - UK - Financials
3,AstraZeneca,AZN,AZN,Stock,Equity,UK,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Healthcare,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,AstraZeneca (AZN) - UK - Healthcare
4,Linde,LIN,LIN,Stock,Equity,UK,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Unknown,,needs_review,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Linde (LIN) - UK - Unknown
5,Shell,SHEL,SHEL,Stock,Equity,UK,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Energy,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Shell (SHEL) - UK - Energy
6,Rolls-Royce Holdings,RR.L,RR.L,Stock,Equity,UK,Europe,Europe,London Stock Exchange,Industrials,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Rolls-Royce Holdings (RR.L) - UK - Industrials
7,Rio Tinto,RIO,RIO,Stock,Equity,UK,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Materials,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Rio Tinto (RIO) - UK - Materials
8,British American Tobacco,BTI,BTI,Stock,Equity,UK,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Consumer Staples,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,British American Tobacco (BTI) - UK - Consumer Staples
9,Unilever,UL,UL,Stock,Equity,UK,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Consumer Staples,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Unilever (UL) - UK - Consumer Staples
10,GSK plc,GSK,GSK,Stock,Equity,UK,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Healthcare,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,GSK plc (GSK) - UK - Healthcare
11,BP,BP,BP,Stock,Equity,UK,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Energy,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,BP (BP) - UK - Energy
12,Barclays,BCS,BCS,Stock,Equity,UK,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Unknown,,needs_review,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Barclays (BCS) - UK - Unknown
13,Lloyds Banking Group,LYG,LYG,Stock,Equity,UK,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Financials,,keyword_rule,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Lloyds Banking Group (LYG) - UK - Financials
14,National Grid,NGG,NGG,Stock,Equity,UK,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Utilities,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,National Grid (NGG) - UK - Utilities
15,BAE Systems,BA.L,BA.L,Stock,Equity,UK,Europe,Europe,London Stock Exchange,Industrials,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,BAE Systems (BA.L) - UK - Industrials
16,Aon,AON,AON,Stock,Equity,UK,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Unknown,,needs_review,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Aon (AON) - UK - Unknown
17,NatWest Group,NWG,NWG,Stock,Equity,UK,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Financials,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,NatWest Group (NWG) - UK - Financials
18,Standard Chartered,STAN.L,STAN.L,Stock,Equity,UK,Europe,Europe,London Stock Exchange,Financials,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Standard Chartered (STAN.L) - UK - Financials
19,RELX,RELX,RELX,Stock,Equity,UK,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Industrials,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,RELX (RELX) - UK - Industrials
20,Compass Group,CPG.L,CPG.L,Stock,Equity,UK,Europe,Europe,London Stock Exchange,Consumer Discretionary,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Compass Group (CPG.L) - UK - Consumer Discretionary
21,Anglo American,AAL.L,AAL.L,Stock,Equity,UK,Europe,Europe,London Stock Exchange,Materials,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Anglo American (AAL.L) - UK - Materials
22,London Stock Exchange,LSEG.L,LSEG.L,Stock,Equity,UK,Europe,Europe,London Stock Exchange,Financials,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,London Stock Exchange (LSEG.L) - UK - Financials
23,Antofagasta,ANTO.L,ANTO.L,Stock,Equity,UK,Europe,Europe,London Stock Exchange,Materials,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Antofagasta (ANTO.L) - UK - Materials
24,Ferguson Enterprises,FERG,FERG,Stock,Equity,UK,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Unknown,,needs_review,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Ferguson Enterprises (FERG) - UK - Unknown
25,Diageo,DEO,DEO,Stock,Equity,UK,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Consumer Staples,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Diageo (DEO) - UK - Consumer Staples
26,Coca-Cola European Partners,CCEP,CCEP,Stock,Equity,UK,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Consumer Staples,,keyword_rule,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Coca-Cola European Partners (CCEP) - UK - Consumer Staples
27,Reckitt Benckiser,RKT.L,RKT.L,Stock,Equity,UK,Europe,Europe,London Stock Exchange,Financials,,keyword_rule,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Reckitt Benckiser (RKT.L) - UK - Financials
28,Haleon,HLN,HLN,Stock,Equity,UK,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Healthcare,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Haleon (HLN) - UK - Healthcare
29,SSE,SSE.L,SSE.L,Stock,Equity,UK,Europe,Europe,London Stock Exchange,Utilities,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,SSE (SSE.L) - UK - Utilities
30,Tesco,TSCO.L,TSCO.L,Stock,Equity,UK,Europe,Europe,London Stock Exchange,Consumer Staples,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Tesco (TSCO.L) - UK - Consumer Staples
31,Prudential,PUK,PUK,Stock,Equity,UK,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Unknown,,needs_review,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Prudential (PUK) - UK - Unknown
32,3i Group,III.L,III.L,Stock,Equity,UK,Europe,Europe,London Stock Exchange,Financials,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,3i Group (III.L) - UK - Financials
33,Royalty Pharma,RPRX,RPRX,Stock,Equity,UK,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Healthcare,,keyword_rule,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Royalty Pharma (RPRX) - UK - Healthcare
34,Vodafone,VOD,VOD,Stock,Equity,UK,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Communication Services,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Vodafone (VOD) - UK - Communication Services
35,Ashtead,AHT.L,AHT.L,Stock,Equity,UK,Europe,Europe,London Stock Exchange,Unknown,,needs_review,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Ashtead (AHT.L) - UK - Unknown
36,Imperial Brands,IMB.L,IMB.L,Stock,Equity,UK,Europe,Europe,London Stock Exchange,Consumer Staples,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Imperial Brands (IMB.L) - UK - Consumer Staples
37,nVent Electric,NVT,NVT,Stock,Equity,UK,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Utilities,,keyword_rule,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,nVent Electric (NVT) - UK - Utilities
38,TechnipFMC,FTI,FTI,Stock,Equity,UK,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Unknown,,needs_review,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,TechnipFMC (FTI) - UK - Unknown
39,Aviva,AV.L,AV.L,Stock,Equity,UK,Europe,Europe,London Stock Exchange,Financials,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Aviva (AV.L) - UK - Financials
40,InterContinental Hotels Group,IHG,IHG,Stock,Equity,UK,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Unknown,,needs_review,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,InterContinental Hotels Group (IHG) - UK - Unknown
41,Roivant Sciences,ROIV,ROIV,Stock,Equity,UK,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Unknown,,needs_review,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Roivant Sciences (ROIV) - UK - Unknown
42,Willis Towers Watson,WTW,WTW,Stock,Equity,UK,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Unknown,,needs_review,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Willis Towers Watson (WTW) - UK - Unknown
43,BT Group,BT-A.L,BT-A.L,Stock,Equity,UK,Europe,Europe,London Stock Exchange,Unknown,,needs_review,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,BT Group (BT-A.L) - UK - Unknown
44,Next plc,NXT.L,NXT.L,Stock,Equity,UK,Europe,Europe,London Stock Exchange,Consumer Discretionary,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Next plc (NXT.L) - UK - Consumer Discretionary
45,Legal & General,LGEN.L,LGEN.L,Stock,Equity,UK,Europe,Europe,London Stock Exchange,Financials,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Legal & General (LGEN.L) - UK - Financials
46,Halma,HLMA.L,HLMA.L,Stock,Equity,UK,Europe,Europe,London Stock Exchange,Information Technology,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Halma (HLMA.L) - UK - Information Technology
47,Associated British Foods,ABF.L,ABF.L,Stock,Equity,UK,Europe,Europe,London Stock Exchange,Consumer Staples,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Associated British Foods (ABF.L) - UK - Consumer Staples
48,SEGRO,SGRO.L,SGRO.L,Stock,Equity,UK,Europe,Europe,London Stock Exchange,Real Estate,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,SEGRO (SGRO.L) - UK - Real Estate
49,Airtel Africa,AAF.L,AAF.L,Stock,Equity,UK,Europe,Europe,London Stock Exchange,Communication Services,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Airtel Africa (AAF.L) - UK - Communication Services
50,Informa plc,INF.L,INF.L,Stock,Equity,UK,Europe,Europe,London Stock Exchange,Communication Services,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Informa plc (INF.L) - UK - Communication Services
51,Rentokil Initial,RTO,RTO,Stock,Equity,UK,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Industrials,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Rentokil Initial (RTO) - UK - Industrials
52,Admiral Group,ADM.L,ADM.L,Stock,Equity,UK,Europe,Europe,London Stock Exchange,Financials,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Admiral Group (ADM.L) - UK - Financials
53,CNH Industrial,CNH,CNH,Stock,Equity,UK,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Industrials,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,CNH Industrial (CNH) - UK - Industrials
54,United Utilities,UU.L,UU.L,Stock,Equity,UK,Europe,Europe,London Stock Exchange,Utilities,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,United Utilities (UU.L) - UK - Utilities
55,Diploma plc,DPLM.L,DPLM.L,Stock,Equity,UK,Europe,Europe,London Stock Exchange,Industrials,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Diploma plc (DPLM.L) - UK - Industrials
56,Pentair,PNR,PNR,Stock,Equity,UK,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Industrials,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Pentair (PNR) - UK - Industrials
57,Smith & Nephew,SNN,SNN,Stock,Equity,UK,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Healthcare,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Smith & Nephew (SNN) - UK - Healthcare
58,Schroders,SDR.L,SDR.L,Stock,Equity,UK,Europe,Europe,London Stock Exchange,Financials,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Schroders (SDR.L) - UK - Financials
59,Endeavour Mining,EDV.TO,EDV.TO,Stock,Equity,UK,Europe,Europe,Toronto Stock Exchange,Materials,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Endeavour Mining (EDV.TO) - UK - Materials
60,Intertek,ITRK.L,ITRK.L,Stock,Equity,UK,Europe,Europe,London Stock Exchange,Industrials,,manual_map,,UK top 60 by market cap,https://companiesmarketcap.com/united-kingdom/largest-companies-in-the-uk-by-market-cap/,2026-07-01,Intertek (ITRK.L) - UK - Industrials
1,Roche,RO.SW,RO.SW,Stock,Equity,Switzerland,Europe,Europe,SIX Swiss Exchange,Healthcare,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,Roche (RO.SW) - Switzerland - Healthcare
2,Novartis,NVS,NVS,Stock,Equity,Switzerland,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Healthcare,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,Novartis (NVS) - Switzerland - Healthcare
3,Nestlé,NESN.SW,NESN.SW,Stock,Equity,Switzerland,Europe,Europe,SIX Swiss Exchange,Consumer Staples,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,Nestlé (NESN.SW) - Switzerland - Consumer Staples
4,ABB,ABBN.SW,ABBN.SW,Stock,Equity,Switzerland,Europe,Europe,SIX Swiss Exchange,Industrials,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,ABB (ABBN.SW) - Switzerland - Industrials
5,UBS,UBS,UBS,Stock,Equity,Switzerland,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Financials,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,UBS (UBS) - Switzerland - Financials
6,Compagnie Financière Richemont,CFR.SW,CFR.SW,Stock,Equity,Switzerland,Europe,Europe,SIX Swiss Exchange,Consumer Discretionary,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,Compagnie Financière Richemont (CFR.SW) - Switzerland - Consumer Discretionary
7,Chubb,CB,CB,Stock,Equity,Switzerland,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Financials,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,Chubb (CB) - Switzerland - Financials
8,Zurich Insurance Group,ZURN.SW,ZURN.SW,Stock,Equity,Switzerland,Europe,Europe,SIX Swiss Exchange,Financials,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,Zurich Insurance Group (ZURN.SW) - Switzerland - Financials
9,Glencore,GLCNF,GLCNF,Stock,Equity,Switzerland,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Materials,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,Glencore (GLCNF) - Switzerland - Materials
10,STMicroelectronics,STM,STM,Stock,Equity,Switzerland,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Technology,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,STMicroelectronics (STM) - Switzerland - Technology
11,TE Connectivity,TEL,TEL,Stock,Equity,Switzerland,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Technology,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,TE Connectivity (TEL) - Switzerland - Technology
12,Holcim Group,HOLN.SW,HOLN.SW,Stock,Equity,Switzerland,Europe,Europe,SIX Swiss Exchange,Materials,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,Holcim Group (HOLN.SW) - Switzerland - Materials
13,Galderma Group,GALD.SW,GALD.SW,Stock,Equity,Switzerland,Europe,Europe,SIX Swiss Exchange,Healthcare,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,Galderma Group (GALD.SW) - Switzerland - Healthcare
14,Lonza,LONN.SW,LONN.SW,Stock,Equity,Switzerland,Europe,Europe,SIX Swiss Exchange,Healthcare,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,Lonza (LONN.SW) - Switzerland - Healthcare
15,Swiss Re,SREN.SW,SREN.SW,Stock,Equity,Switzerland,Europe,Europe,SIX Swiss Exchange,Financials,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,Swiss Re (SREN.SW) - Switzerland - Financials
16,Garmin,GRMN,GRMN,Stock,Equity,Switzerland,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Consumer Discretionary,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,Garmin (GRMN) - Switzerland - Consumer Discretionary
17,Swisscom,SCMN.SW,SCMN.SW,Stock,Equity,Switzerland,Europe,Europe,SIX Swiss Exchange,Communication Services,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,Swisscom (SCMN.SW) - Switzerland - Communication Services
18,Givaudan,GIVN.SW,GIVN.SW,Stock,Equity,Switzerland,Europe,Europe,SIX Swiss Exchange,Materials,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,Givaudan (GIVN.SW) - Switzerland - Materials
19,Sandoz Group,SDZ.SW,SDZ.SW,Stock,Equity,Switzerland,Europe,Europe,SIX Swiss Exchange,Healthcare,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,Sandoz Group (SDZ.SW) - Switzerland - Healthcare
20,Schindler Group,SCHN.SW,SCHN.SW,Stock,Equity,Switzerland,Europe,Europe,SIX Swiss Exchange,Industrials,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,Schindler Group (SCHN.SW) - Switzerland - Industrials
21,Sika,SIKA.SW,SIKA.SW,Stock,Equity,Switzerland,Europe,Europe,SIX Swiss Exchange,Materials,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,Sika (SIKA.SW) - Switzerland - Materials
22,Alcon,ALC,ALC,Stock,Equity,Switzerland,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Healthcare,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,Alcon (ALC) - Switzerland - Healthcare
23,Swiss Life,SLHN.SW,SLHN.SW,Stock,Equity,Switzerland,Europe,Europe,SIX Swiss Exchange,Financials,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,Swiss Life (SLHN.SW) - Switzerland - Financials
24,Amrize,AMRZ,AMRZ,Stock,Equity,Switzerland,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Materials,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,Amrize (AMRZ) - Switzerland - Materials
25,Kühne + Nagel,KNIN.SW,KNIN.SW,Stock,Equity,Switzerland,Europe,Europe,SIX Swiss Exchange,Industrials,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,Kühne + Nagel (KNIN.SW) - Switzerland - Industrials
26,Chocoladefabriken Lindt & Sprüngli,LISP.SW,LISP.SW,Stock,Equity,Switzerland,Europe,Europe,SIX Swiss Exchange,Consumer Staples,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,Chocoladefabriken Lindt & Sprüngli (LISP.SW) - Switzerland - Consumer Staples
